,Unnamed: 0,Gender,Attendance (%),Midterm_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Extracurricular_Activities,Stress_Level (1-10),Sleep_Hours_per_Night,Grade
4484,4484,Male,77.52,69.47,85.36,81.28,30.5,82.35,29.4,Yes,9,8.3,D
4485,4485,Male,89.31,80.73,99.58,68,89.7,68.16,16.9,No,2,8.8,B
4486,4486,Male,64.13,48.75,54.51,92.63,96.8,87.18,23.9,Yes,4,4.3,C
4487,4487,Female,59.2,55.47,77.28,78.1,41,62.71,20.1,Yes,6,9,D
4488,4488,Female,52.7,75.17,84.25,83.14,7,85.97,7.4,No,7,4.1,C
4489,4489,Female,78.67,59.14,85.13,82.45,66.3,59.67,18.6,Yes,5,4.8,D
4490,4490,Female,84.43,69.98,89.67,68.2,37.7,86.11,18.5,No,1,4.4,D
4491,4491,Female,66.31,62.44,95.88,53.8,98.6,64.68,22.9,No,7,7.7,C
4492,4492,Female,80.68,78.43,68.08,90.39,8.9,63.93,13,Yes,7,4.4,D
4493,4493,Male,52.61,69.23,52.15,64.49,11.9,90.57,26.5,Yes,5,5.5,C
4494,4494,Female,54.96,40.28,68.12,92.45,69.9,90.68,20.6,Yes,2,7.2,D
4495,4495,Female,85.09,78.98,83.58,80.43,75.9,84.57,6,No,2,6.5,C
4496,4496,Female,68.4,65.33,60.67,67.69,47.1,96.2,22.7,Yes,9,4.7,C
4497,4497,Male,83.57,60.5,90.5,79.71,27.7,57.81,27.7,No,9,6.6,D
4498,4498,Female,91.59,45.65,60.99,82.27,31,63.47,22.1,No,4,5.7,D
4499,4499,Female,92.63,53.22,50.5,85.33,33.8,64.7,14.5,No,4,6.9,F
4500,4500,Male,58.61,53.43,75.4,91.12,22.5,65.26,19.8,No,7,6.7,D
4501,4501,Female,74.31,96.12,86.32,57.99,85.1,66.4,9.3,Yes,5,8.9,C
4502,4502,Male,86.7,65.95,67.48,97.21,6.5,84.85,20,Yes,1,8.3,C
4503,4503,Male,88.7,42.52,87.44,70.54,40.7,63.54,17.5,No,5,4,D
4504,4504,Female,89.23,48.33,71.92,93.02,74.8,64.3,5.7,No,4,4.9,D
4505,4505,Female,61.41,44.74,58.59,61.02,0.4,78.52,13,No,3,8.6,F
4506,4506,Male,59.63,75.33,54.53,51.45,87.8,59.67,9.8,Yes,1,6.7,D
4507,4507,Female,79.5,51.2,85.53,78.67,70.6,68.24,14.8,Yes,9,7.8,C
4508,4508,Female,87.05,69.91,69.29,66.23,7.3,52.9,11,Yes,4,6.5,D
4509,4509,Male,65.96,62.2,95.64,99.22,89.5,97.63,25.9,Yes,3,7.9,B
4510,4510,Male,55.24,88.23,77.01,55.22,48.7,65.87,22.4,Yes,8,4.7,C
4511,4511,Female,85.84,59.23,67.42,52.37,65.2,92.5,23.5,No,7,7.7,D
4512,4512,Male,64.98,67.5,67.45,52.25,88.2,76.5,14,Yes,6,8.3,C
4513,4513,Female,58.32,83.28,56.57,60.84,88.1,61.41,5.1,Yes,6,5.3,D
4514,4514,Female,57.39,66,79.69,78.96,40.9,59.67,10.5,Yes,2,5.8,C
4515,4515,Female,65.75,87.59,79.11,75.28,23.8,84.75,23.9,Yes,9,7,C
4516,4516,Female,79.63,79.7,90,67.5,25.7,98.24,20.1,Yes,1,8.3,B
4517,4517,Male,67.92,64.63,60.06,54.44,76.6,59.15,18.5,Yes,4,8.5,F
4518,4518,Female,51.03,70.24,64.54,61.69,92.9,55.77,12,No,4,6.7,D
4519,4519,Male,54.85,98.03,54.86,59.21,7.2,69.35,6.9,No,9,7.3,D
4520,4520,Female,64.53,79.7,64.77,87.28,1.5,69.69,24.6,Yes,3,8.4,C
4521,4521,Female,82.99,94.3,71.41,89,82.3,90.31,6,No,9,5.2,B
4522,4522,Male,54.93,50.73,98.2,88.85,38.7,73.44,6.5,No,2,8.1,D
4523,4523,Female,78.03,68.99,82.65,98.45,27.6,53.12,12.4,Yes,1,5.3,D
4524,4524,Male,55.99,94.52,89.14,94.21,18.8,96.03,19.3,Yes,7,6.9,B
4525,4525,Male,60.58,59.36,66.28,74.89,34.6,68.66,29.8,Yes,2,8.7,D
4526,4526,Female,58.61,98.06,57.23,70.75,97.1,83.43,7.3,No,1,6.6,C
4527,4527,Female,53.36,45.82,62.84,95.79,97.7,83.37,16.8,Yes,9,4.5,B
4528,4528,Female,83.57,94.16,62.82,80.56,33.2,52.82,20,No,8,8.5,D
4529,4529,Female,73.17,66.71,79.16,64.72,96.4,50.18,25.6,Yes,3,6.9,D
4530,4530,Male,91.55,44.42,67.07,78.22,30,54.4,22.2,No,2,4.4,F
4531,4531,Female,54.94,92.77,92.87,99.61,85.4,97.83,25.2,Yes,1,4.1,B
4532,4532,Female,57.24,55.12,99.43,92.47,21.2,89.7,18.1,No,10,5.3,C
4533,4533,Female,65.32,41.34,67.16,64.06,82.6,56.6,15.8,Yes,4,4.6,F
4534,4534,Female,88.29,48.15,85.25,97.65,35.4,80.74,20.5,Yes,6,7.1,C
4535,4535,Female,65.29,79.55,82.87,99.07,19.6,80.6,27.5,Yes,2,7,C
4536,4536,Male,70.42,98.67,59.72,61.56,93.5,50.03,18.8,Yes,6,8.2,D
4537,4537,Female,65.08,46.69,95.9,94.78,21.4,71.45,20.1,Yes,5,6.6,D
4538,4538,Male,54.01,67.72,59.97,94.16,99.2,85.59,13.4,Yes,1,5.3,B
4539,4539,Female,96.97,50.84,86.85,51.99,10.9,59.34,19.9,No,10,4.3,F
4540,4540,Female,77.43,84.7,67.38,83.48,1,92.55,20.7,No,7,4.1,B
4541,4541,Female,89.39,47.08,68.35,65.26,87.1,83.02,23.8,No,7,8.6,D
4542,4542,Male,82.92,54.39,72.77,83.73,58.7,50.35,19.3,Yes,5,4.7,D
4543,4543,Female,75.71,51.78,93.23,95.68,42.2,92.75,9.9,No,4,6.5,C
4544,4544,Male,54.48,73.15,57.01,74.94,8.2,50.97,19.5,Yes,2,8,D
4545,4545,Male,82.14,92.39,52.73,70.72,57.5,94.4,12.4,No,7,8.6,B
4546,4546,Female,57.77,70.67,70.1,96.08,39.4,66.69,7.2,Yes,8,5,D
4547,4547,Male,70.72,43.49,52.78,98.71,48.4,84.93,25.6,No,9,5.2,D
4548,4548,Female,81.46,73.8,84.38,53.11,63,89.37,6.7,No,6,4.9,C
4549,4549,Female,89.11,87.85,88.02,96.14,64,64.06,20.8,No,2,4.8,C
4550,4550,Male,84.25,47.93,92.74,54.14,96.1,67.82,29.7,Yes,1,6.3,C
4551,4551,Female,83.58,44.36,87.19,66.86,65.5,75.48,7.2,Yes,2,7.2,D
4552,4552,Female,57.45,51.27,95.82,88.13,33.9,79.13,10.5,Yes,3,7.5,C
4553,4553,Male,67.31,84.77,87.42,88.85,33,64.6,24,No,1,5.6,C
4554,4554,Male,52.15,75.5,96.8,86.29,47.7,99.62,7.4,Yes,5,7.1,C
4555,4555,Male,85.97,72.44,59.66,51.96,25.9,86.85,25.8,Yes,7,4,C
4556,4556,Male,97.63,54.97,74.99,56.65,37.6,63.71,5,Yes,9,8.4,D
4557,4557,Male,63.21,59.93,99.7,96.81,84.2,82.02,27.2,No,6,8.3,C
4558,4558,Male,54.38,97.95,84.08,54.07,86,71.77,6.7,Yes,8,6.7,C
4559,4559,Female,73.78,54.44,93.93,53.93,62.8,93.02,28,Yes,2,5.2,C
4560,4560,Male,92.83,94.1,51.52,91.78,58.3,66.45,26.6,No,5,8.9,D
4561,4561,Male,77.6,74.83,93.59,82.06,42.7,59.39,18.5,No,9,8.1,C
4562,4562,Female,52.34,47.4,84.89,67.58,63.6,52.31,24.4,No,7,4.1,D
4563,4563,Female,98.71,68.04,58.54,58.29,80.6,99.22,6.9,No,7,6.3,C
4564,4564,Male,91.43,96.91,51.28,94.21,73.8,67.96,8.4,Yes,3,4.5,C
4565,4565,Male,56.58,65.11,63,99.43,3.5,61.03,14.2,Yes,3,4.7,D
4566,4566,Female,96.09,91.8,95.79,52.5,73.1,74.59,18.4,Yes,2,4,C
4567,4567,Male,72.53,55.39,83.41,77.71,72,64.58,26.7,No,9,7.4,D
4568,4568,Male,68.59,74.26,95.97,63.07,9.9,61.65,18.6,No,4,5.3,C
4569,4569,Female,73.05,90.63,72.31,91.62,15,80.82,21.6,Yes,9,5.5,C
4570,4570,Male,91.73,95.24,96.83,67.3,78.8,53.74,22,Yes,4,4.2,C
4571,4571,Female,82.97,69.15,73.15,85.73,55.9,75.45,26.9,Yes,8,4,D
4572,4572,Male,52.96,78.38,60.21,76.98,82.2,69.37,24.4,No,1,8,D
4573,4573,Female,97.88,40.18,57.57,77.08,18.5,76.63,29.4,No,1,7.3,D
4574,4574,Female,57.39,55.19,99.69,92.9,3.1,66.02,5.5,Yes,6,5.9,D
4575,4575,Female,87.28,56.72,66.69,73.52,16.2,78.52,10.2,No,6,4.3,D
4576,4576,Male,81.81,45.61,58,92.28,45.3,54.09,28.3,Yes,7,7.9,D
4577,4577,Female,59.38,56.78,50.42,68.17,52.3,68.81,24.8,No,7,8.6,D
4578,4578,Male,58.54,59.27,64.28,58.74,85.8,61.87,11.7,No,10,6.6,D
4579,4579,Female,93.52,98.13,94.46,72.77,71.6,71.9,29.4,Yes,3,4.7,C
4580,4580,Female,70.98,80.12,76.7,74.92,99,69.92,26.7,No,9,7.3,C
4581,4581,Female,82.73,65.56,81.62,73.92,7.9,81.56,6.6,Yes,9,4.4,C
4582,4582,Male,75.2,99.28,96.12,90.42,13,81.44,25.3,No,3,4.8,C
4583,4583,Male,86.37,49.19,75.64,78.23,8.4,70.67,24.6,No,7,6.4,F
4584,4584,Female,73.96,68.56,91.91,94.42,53.8,59.08,10.5,No,4,5.2,C
4585,4585,Male,64.37,78.82,66.19,75.71,26.7,79.1,21.7,Yes,6,8.7,C
4586,4586,Male,68.17,43.33,98.86,61.24,68.4,98.33,29.3,No,6,8,C
4587,4587,Male,92.95,83.02,53.94,56.47,13.3,59.27,21.9,Yes,5,5.4,D
4588,4588,Female,73.4,45.99,86.24,93.42,10.3,53.45,25.3,No,6,8.8,D
4589,4589,Male,60.67,48.42,83.03,52.81,46,63.23,7.5,Yes,7,5.9,D
4590,4590,Female,96.73,49.58,59.58,55.88,37.6,70.65,23.2,Yes,2,6.8,D
4591,4591,Female,89.83,95.73,69.44,53.18,82.9,65.31,10.1,Yes,7,6.8,C
4592,4592,Female,52.78,80.99,65.64,71.19,83.8,91.74,6.8,Yes,7,7.2,B
4593,4593,Male,99.95,79.33,54.72,76.63,11.7,74.65,18.8,Yes,7,5.2,D
4594,4594,Female,84.75,73.33,79.24,50.99,81.2,62.31,23.8,Yes,10,8.6,D
4595,4595,Male,58.01,57.57,99.68,75.78,56.4,97.51,18.7,Yes,5,5.3,B
4596,4596,Male,61.86,77.25,77.98,69.69,50.4,56.25,28.3,No,3,7.3,C
4597,4597,Female,84.62,64.61,77.26,88.68,9.5,56.15,22.4,Yes,5,7.8,C
4598,4598,Female,88.99,48.72,52.02,91.5,74,62.26,7.9,Yes,1,8.4,D
4599,4599,Female,61.95,81.38,56.96,84.25,6,53.84,28.4,Yes,5,6.3,F
4600,4600,Male,62.85,47.77,75.66,73.67,27.8,87.58,8.8,No,3,7.6,C
4601,4601,Male,65.36,51.44,99.26,60.81,9.5,65.64,24,Yes,7,4.4,D
4602,4602,Female,79.9,89.06,93.83,92.36,53.1,86.49,8.7,Yes,4,7.9,B
4603,4603,Female,58.59,79.61,67.01,67.08,64.5,88.14,30,No,6,7.8,D
4604,4604,Male,55.21,77.86,77.15,67.81,89.1,61.88,13.3,Yes,6,6.1,D
4605,4605,Male,83.94,65.09,77.64,95.8,73.4,75.92,17.4,Yes,4,5.6,D
4606,4606,Female,88.95,63.78,84.27,98.78,96.1,75.98,16.7,No,1,5.9,B
4607,4607,Male,75.05,81.42,84.39,94.91,76.1,93.57,7.5,Yes,3,4.5,B
4608,4608,Male,68.19,84.4,89.49,99.91,29.8,51.28,17.4,Yes,3,7.2,C
4609,4609,Male,71.6,70.61,51.25,93.45,54.8,65.84,8.7,Yes,6,8.6,D
4610,4610,Male,69.42,98.16,97.18,85.22,45.8,94.12,25,Yes,10,7.3,B
4611,4611,Male,98,97.34,53.5,64.69,56.6,61.84,29,No,8,6.9,D
4612,4612,Male,88.4,64.75,73.81,97.65,57.2,56.84,25.2,Yes,2,9,D
4613,4613,Female,60.4,89.24,95.98,93.83,70.2,78.81,15.8,No,6,6.7,B
4614,4614,Male,69.21,72.6,74.38,62.04,8.3,65.29,5.1,Yes,7,5.7,D
4615,4615,Female,77.2,70.71,53.18,74.46,74.7,73.36,5.9,No,3,7.5,D
4616,4616,Female,80.65,43.3,61.46,53.5,14.4,91,17.4,Yes,1,6.6,F
4617,4617,Male,73.41,74.44,78.93,97.67,2.6,76.03,22,No,2,8.9,C
4618,4618,Female,90.51,94.03,54.39,78.64,51.9,75.79,25.5,No,5,8.5,C
4619,4619,Female,88.38,86.81,71.18,62.26,58.1,63.91,20,Yes,1,8.7,C
4620,4620,Female,75.26,87.18,66.45,64.62,3.5,89.64,29.5,Yes,4,4,C
4621,4621,Male,92.72,49.6,90.76,99.03,51.5,86.99,17.3,No,6,5.7,C
4622,4622,Female,87.55,61.51,55.51,80.78,53.5,61.71,20,Yes,1,7.1,D
4623,4623,Male,88.93,53.99,84.14,71.03,5.2,66,10.8,Yes,6,5.5,C
4624,4624,Female,97.82,58.95,70.33,74.99,71.2,89.43,13.5,Yes,8,7.3,D
4625,4625,Female,63.32,74.77,79.39,54.93,21,67.89,22.1,Yes,1,7.6,D
4626,4626,Female,63.38,61.89,60.28,53.75,79.4,70.18,20,No,8,7.1,C
4627,4627,Female,94.45,73.64,80.49,79.64,31.1,68.22,14.2,Yes,8,6.3,C
4628,4628,Male,88.61,66.31,83.7,75.6,47.8,58.08,7.8,Yes,2,7.5,D
4629,4629,Female,96.33,57.2,53.51,67.96,89.2,67.04,13.6,No,3,7.9,D
4630,4630,Female,53.16,45.72,91.22,78.31,80.6,90.15,6.1,Yes,6,7.5,B
4631,4631,Male,81.39,93.51,93.06,53.63,78.2,74.55,19.5,No,8,8.1,C
4632,4632,Male,57.23,40.68,53.18,97.2,16,72.91,13.1,Yes,5,8.7,D
4633,4633,Male,75.19,40.1,80.16,64.69,4.8,57.82,14.5,Yes,9,4.5,F
4634,4634,Female,57.79,89.61,79.7,53.59,60.6,58.88,19.4,No,4,8.5,D
4635,4635,Male,56.4,99.81,50.62,58.48,41.1,52.15,19.5,No,4,5.4,C
4636,4636,Male,50.61,83.63,67.12,54.77,90.9,50.7,19.7,No,8,6.8,D
4637,4637,Male,81.51,40.92,98.45,58.93,35,74.4,17.3,No,5,8.7,C
4638,4638,Male,67.95,53.6,77.77,70.84,41.1,70.46,17.2,Yes,8,7.1,C
4639,4639,Male,55.26,98.31,96.66,86.9,52.6,63.77,25.5,Yes,1,4.4,C
4640,4640,Male,66.14,88.52,83.78,63.62,79.6,99.5,16.7,Yes,10,6.5,C
4641,4641,Female,58.45,74.01,51.42,71.8,26.8,69.9,18.4,Yes,5,8.5,D
4642,4642,Male,97.08,54.21,53.89,96.44,94.2,89.44,29.7,No,8,6.1,C
4643,4643,Female,66,40.86,86.11,64.79,54,60.53,9.5,Yes,8,8.2,D
4644,4644,Male,66.7,41.25,77.73,89.74,84.1,62.35,23.2,Yes,7,8,D
4645,4645,Male,91.99,76.72,56.36,57.89,52.6,78.42,16.8,Yes,3,8.5,D
4646,4646,Male,82.39,41.31,80.7,58.92,77.2,50.2,25.8,Yes,10,5.3,F
4647,4647,Female,85.51,99.62,90.51,72.81,5.1,50.87,15.1,No,10,6.5,D
4648,4648,Male,81.8,51,87.65,61.71,79.9,57.11,12.6,No,7,5.7,D
4649,4649,Male,97.31,82.64,62.31,95.15,52.4,61.16,10.2,No,3,6.7,D
4650,4650,Male,60.35,49.3,62.91,52.54,44.9,76.39,26.8,No,6,4.1,D
4651,4651,Male,99.45,72.41,98.39,79.86,11.2,84.31,23,Yes,9,5.2,C
4652,4652,Female,91.55,44.84,94.37,80.21,74.2,65.59,6.9,No,8,8.9,C
4653,4653,Female,79.45,86.01,65.92,53.3,13.1,61.95,22.8,Yes,4,7,C
4654,4654,Female,83.12,75.1,91.2,86.63,19.2,91.14,5.9,No,5,4.9,B
4655,4655,Female,82.44,45.17,58.09,73.44,12.6,58.14,9.5,Yes,4,6.5,D
4656,4656,Female,52.92,90.92,59.84,86.15,0.7,83.92,19.8,Yes,6,7.5,B
4657,4657,Male,60.9,72.82,59.06,91.35,66.2,96.57,16.6,Yes,8,7,C
4658,4658,Male,98.07,95.3,54.39,66.14,27.1,61.61,26,No,6,6.5,D
4659,4659,Male,76.72,95,92.73,74.22,14.9,54.35,20.2,Yes,5,7.4,C
4660,4660,Female,68.92,95.23,78.94,63.04,32,98.99,29.1,Yes,9,4.8,B
4661,4661,Male,88.1,44.67,62.95,60.08,49.9,63.54,26.4,Yes,7,6.2,F
4662,4662,Female,76.23,47.26,92.43,50.03,50.3,63.78,13.5,Yes,10,7.8,D
4663,4663,Male,50.66,99.26,90.13,98.18,36.7,74.19,25.9,No,3,6.9,C
4664,4664,Female,86.81,69.26,55.05,72.05,49.5,61.55,26.7,No,10,8.5,D
4665,4665,Male,86.61,54.29,82.21,50.65,42.7,99.64,29.2,Yes,2,6.2,C
4666,4666,Male,58.26,86.18,86.09,50.45,82.3,52.15,5.3,No,5,4.7,D
4667,4667,Male,97.83,55.86,85.79,64.42,3,72.57,26.9,No,5,4.2,F
4668,4668,Male,61.2,83.63,86.16,50.7,86.8,77.42,6.7,Yes,6,6.4,B
4669,4669,Female,72.89,90.24,58.47,68.73,24.4,73.35,18.2,Yes,1,6.2,D
4670,4670,Male,55.74,87.06,65.75,53.15,72.2,76.03,15.4,No,5,5.3,D
4671,4671,Male,80.16,56.44,92.21,51.96,40.5,99.38,28,No,7,7,C
4672,4672,Male,68.77,64.1,94.92,83.47,29.4,93.85,15.1,No,9,5.3,B
4673,4673,Female,67.66,64.8,63.96,95.34,61.5,65.42,19.9,No,3,5.1,C
4674,4674,Male,91.35,69.48,51.15,70.47,76.9,77.57,22.3,No,7,7.1,D
4675,4675,Male,50.48,50.04,92.99,91.84,45,50.02,5.5,No,7,8.7,F
4676,4676,Male,89.9,67.15,68.85,51.46,46.7,70.48,19.8,Yes,7,5,D
4677,4677,Male,78.57,70.65,66.47,88.88,5.9,58.19,17.9,No,4,4.9,D
4678,4678,Male,99.3,71.9,67.35,53.14,92.4,85.57,19.9,Yes,3,6.6,C
4679,4679,Female,79.47,89.19,70.78,91.92,84.7,61.05,6.9,Yes,1,4.6,C
4680,4680,Female,52.77,71.04,68.91,94.12,39.8,87.44,6.4,No,6,5.5,C
4681,4681,Female,52.53,53.85,78.32,89.3,76.5,65.66,9.4,No,4,9,D
4682,4682,Male,94.16,79.79,53.95,91.04,31.3,96.29,26.7,Yes,8,8.2,B
4683,4683,Female,92.06,87.84,98.58,78.07,73,72.27,13.9,No,6,7.5,C
4684,4684,Male,67.29,59.16,96.82,63.24,51.7,91.98,15.9,No,6,4.1,C
4685,4685,Male,80.9,78.72,96.72,82.16,46.1,81.41,14.8,Yes,8,5.3,B
4686,4686,Male,74.48,48.82,93.96,71.98,5.7,98.87,22.9,No,5,6.8,B
4687,4687,Male,98.36,60.52,83.02,50.27,96.5,87.14,11.5,Yes,8,7.6,D
4688,4688,Female,97.5,94.55,61.06,73.84,83.7,86.39,6.7,Yes,1,7.3,B
4689,4689,Female,99.19,94.68,52.47,82.56,79.3,63.24,14.5,No,10,4.9,C
4690,4690,Female,93.32,74.52,54.97,50.69,30.5,75.24,23.2,Yes,2,6.3,D
4691,4691,Male,95.48,82.14,66.2,81.07,29,64.51,27.9,Yes,8,5,D
4692,4692,Female,60.86,91.24,75.19,82.63,57.3,50.96,6.3,Yes,1,8.6,D
4693,4693,Female,91.55,97.51,99.66,57.91,84.6,85.53,25.3,No,5,6.8,C
4694,4694,Male,85.44,69.39,71.77,71.55,93.5,61.79,6.7,No,5,6,D
4695,4695,Female,98.14,73.69,76.23,98.22,26.9,69.87,13.3,No,2,8.6,C
4696,4696,Male,78.56,64.94,84.76,94.21,60.7,64.23,5.6,No,2,8.5,C
4697,4697,Female,54.26,44.32,59.04,70.54,72.4,59.98,27.8,Yes,1,6.5,F
4698,4698,Female,79.87,65.37,96.64,67.49,22.6,53.36,22.7,Yes,4,7.4,D
4699,4699,Female,84.33,87.44,76.45,56.2,40.7,66.89,14.2,No,6,5.6,D
4700,4700,Male,61.02,88.29,63.81,51.76,18.7,54.09,14.4,Yes,3,5.5,D
4701,4701,Female,69.71,93.54,96.76,64.87,69.9,77.02,21,Yes,10,6.7,B
4702,4702,Female,79.93,43.09,81.27,97.01,86.4,50.98,7.2,No,4,8.2,D
4703,4703,Female,68.71,71.63,74.18,97.93,87.8,97,8.6,No,8,7,B
4704,4704,Female,68.75,46.45,79.01,90.63,67,98.32,26.2,No,2,6.3,C
4705,4705,Male,56.65,52.04,87.42,67.54,34.7,65.23,10.1,Yes,9,7.3,D
4706,4706,Male,97.04,94.01,57.73,57.18,66.1,63.01,23.2,No,10,8.1,D
4707,4707,Female,87.52,69.81,93.24,79.78,86.4,55.22,10.6,No,6,7.9,D
4708,4708,Female,50.06,85.51,97.98,82.33,62.6,95.25,7.2,Yes,9,5.9,B
4709,4709,Female,88.28,43.86,78.35,71.23,41.3,79.34,27.5,No,1,8.7,C
4710,4710,Male,86.99,65.01,84.11,84.58,92,80.51,27.5,No,4,4.1,C
4711,4711,Female,50.49,80.45,92.99,87.33,83.5,94.79,20.1,Yes,7,6.3,A
4712,4712,Female,68.48,48,68.74,89.15,88.2,95.54,16.6,No,10,8.5,C
4713,4713,Male,80.34,59.55,99.64,75.11,90.3,91.42,18.8,No,9,7.5,B
4714,4714,Male,72.64,43.87,84.03,89.58,39.4,88.67,15.2,Yes,1,7.5,C
4715,4715,Male,88.9,79.08,71.2,51.27,86,93.86,23.9,No,1,4.8,C
4716,4716,Female,71.27,98.25,83.87,84.02,57,93.8,23.9,No,3,6.9,B
4717,4717,Male,57.69,89.62,76.08,61.78,3.8,68.43,25.5,Yes,6,8.8,C
4718,4718,Male,98.82,98.48,55.58,63.53,63.6,98.67,18.1,Yes,5,5.1,B
4719,4719,Female,62.1,90.74,89.79,54.57,47.1,85.46,25,No,5,5.6,B
4720,4720,Male,85.88,91.31,78.22,59.62,27.5,68.51,8.9,Yes,9,5.9,C
4721,4721,Female,57.16,74.63,89.79,99.6,97,72.1,5.8,Yes,3,5.8,C
4722,4722,Female,66.45,71.1,57.75,70.77,5.5,84.36,21.2,No,5,7.1,C
4723,4723,Male,72.1,64.38,76.92,96.39,94.6,68.05,7.6,Yes,7,5.2,C
4724,4724,Female,59.61,89.09,88.33,58.14,15.9,91.33,18.8,No,2,6.5,C
4725,4725,Male,72.5,50.92,99.42,60.2,37.7,57.4,23,No,7,6,D
4726,4726,Male,57.86,43.37,94.22,77.89,41.7,95.38,15.2,Yes,1,7.2,C
4727,4727,Male,77.95,96.87,93.22,67.48,73.1,65.06,6.1,Yes,7,5.2,C
4728,4728,Female,83.19,40.23,62.37,82.2,21.6,57.64,27.2,Yes,2,6.8,D
4729,4729,Male,53.12,98.61,91.9,71.1,98.6,92.9,6.1,No,7,7.7,B
4730,4730,Female,93.56,83.73,58.46,90.58,74.9,61.97,27.6,Yes,3,7.5,D
4731,4731,Female,59.26,59.71,59.91,71.58,79,92.17,6.3,No,5,8.2,C
4732,4732,Female,61.27,81.87,55.51,78.62,10.6,64.81,23.4,Yes,9,8.8,F
4733,4733,Male,83.07,89.07,92.88,66.05,47.6,96.69,28.1,No,1,8.3,C
4734,4734,Female,73.44,54.72,55.41,85.2,94.6,60.95,27.7,No,6,8.7,D
4735,4735,Female,74.97,86.25,56.91,82.74,27,53.48,27.3,Yes,7,4.1,D
4736,4736,Male,56.41,88.26,62.29,69.85,14.5,96.83,27.1,No,10,7.1,C
4737,4737,Male,90.29,54.96,78.63,63.8,48.5,58.28,17.8,No,9,5.3,D
4738,4738,Female,80.85,42.52,94.01,80.71,93,97.21,18.9,No,4,8,C
4739,4739,Female,56.77,52.25,70.91,97.16,48.7,91.2,20.5,Yes,9,8.1,D
4740,4740,Male,68.7,52.04,77.31,56.63,40.5,54.1,27.4,Yes,1,4.2,D
4741,4741,Female,90.52,43.91,58.32,89.96,65,72.26,26,Yes,4,7,D
4742,4742,Female,78.42,83.56,63.3,77.15,93.7,53.67,24.6,Yes,6,8.3,D
4743,4743,Female,55.43,62.8,56.7,76.28,4.9,66.49,21.9,Yes,7,6.9,C
4744,4744,Female,68.64,93.06,70.5,98.08,15.3,67.58,20.5,Yes,1,6.1,C
4745,4745,Male,62.13,55.13,79.52,80.29,13.3,79.98,28.1,Yes,1,4.4,D
4746,4746,Female,75.87,67.19,64.2,91.53,8.5,98.79,9.8,No,9,7.7,C
4747,4747,Male,92.17,78.34,92.3,75.72,30.2,58.49,9.8,No,7,4.4,C
4748,4748,Female,71.81,92.65,99.06,62.49,22.9,66.46,29.6,Yes,9,7,C
4749,4749,Male,71.67,71.48,56.01,84.72,54.9,79.36,18.8,No,5,8.6,C
4750,4750,Female,95.27,62.41,50.89,96.16,32.7,58.57,17.1,Yes,9,6.1,D
4751,4751,Male,78.81,92.02,89.49,92.06,40.5,85.54,26.3,No,5,7.9,C
4752,4752,Female,78.31,58.61,59.53,59.92,94.2,70.18,26.2,Yes,6,8,D
4753,4753,Male,63.1,44.77,67.66,65.84,15.6,97.48,9.4,No,8,4.1,C
4754,4754,Female,80.39,66.7,69.71,75.84,38.8,81.49,9.3,No,9,8.6,C
4755,4755,Female,78.8,87.11,95.83,78.58,25.7,68.15,24.9,No,10,4.9,D
4756,4756,Male,69.84,41.85,82.94,59.69,54.9,85.97,24.6,Yes,3,5.4,D
4757,4757,Male,99.53,75.15,52.03,61.5,73.6,91.94,10.6,Yes,2,8.4,B
4758,4758,Male,94.09,75.67,50.74,87.94,81.7,90.02,26,No,5,7.4,C
4759,4759,Male,87.48,95.71,59.98,86.52,51.5,63.14,17,No,6,5.9,D
4760,4760,Male,76.87,57.19,65.91,91.96,85.5,70.85,16.7,No,8,4.4,C
4761,4761,Female,73.1,56.73,74.23,96.65,78.5,72.61,29.6,Yes,4,5.9,C
4762,4762,Male,59.24,66.43,91.89,65.41,15.7,69.42,18,Yes,1,8.8,D
4763,4763,Male,65.29,61.41,65.74,92.98,24.5,65.54,8.4,Yes,4,4.5,D
4764,4764,Female,88.7,84.18,68.83,83.3,67.2,87.64,12,Yes,10,8.2,C
4765,4765,Male,72.69,78.51,66.47,97.89,97.5,50.61,13.3,No,8,5.6,D
4766,4766,Male,94.11,85.54,50.45,63.6,37.6,64.68,29,Yes,2,7.3,C
4767,4767,Male,57.4,89.2,97.76,63.48,23,57.08,11.6,No,10,7.2,D
4768,4768,Female,75.42,95.38,56.95,85.21,86.9,56.44,15.8,No,8,5.6,C
4769,4769,Male,82.35,65.86,64.38,96.42,20,63.85,23.7,Yes,4,4.3,D
4770,4770,Female,75.84,99.08,56.47,91.23,69.7,88.11,11.9,Yes,2,4.7,C
4771,4771,Female,94.46,52.94,74.53,86.35,3.4,98.47,22.5,Yes,4,6.8,C
4772,4772,Male,99.48,82.86,96.61,69.37,1.9,75.73,10.2,Yes,1,8.7,C
4773,4773,Female,55.79,72.04,55.04,85.89,45.2,66.95,11.1,Yes,10,8.6,D
4774,4774,Male,56.5,89.01,72.04,90.05,65.7,91.46,29.7,No,7,4.6,C
4775,4775,Male,56.52,68.61,51.12,87.66,14.2,53.36,14.2,No,3,8.4,F
4776,4776,Male,84.06,87.04,88.54,83.84,76.4,54.66,23.2,Yes,4,5.2,C
